external_id,title,company,country,domain_tag,confidence,method,evidence
242185,Compensation & Cost Controlling (H/F),BULGARI FRANCE SAS,ETATS-UNIS,finance,0.9,rules,"[""accounting""]"
242007,Continuous Improvement Project Manager (H/F),EUROFINS GSC FRANCE,BELGIQUE,finance,0.9,rules,"[""accounting""]"
242140,Contrôle De Gestion / Contrôle Interne (H/F),RENAULT SAS,BELGIQUE,finance,0.9,rules,"[""controle de gestion""]"
242156,Contrôleur de Gestion (H/F),INNOHA,ESPAGNE,finance,0.9,rules,"[""controleur de gestion""]"
240112,Contrôleur de Gestion (H/F),BABOLAT VS,JAPON,finance,0.9,rules,"[""controle de gestion""]"
240134,Contrôleur de Gestion / ADV (H/F),FORTIL GROUP,BELGIQUE,finance,0.9,rules,"[""controle de gestion""]"
242548,Contrôleur de gestion (H/F),RAIL LOGISTICS EUROPE,ITALIE,finance,0.9,rules,"[""controle de gestion""]"
238254,Contrôleur de gestion (H/F),EQUANS,ETATS-UNIS,finance,0.9,rules,"[""controleur de gestion""]"
242525,Contrôleur de gestion (H/F),EQUANS,ETATS-UNIS,finance,0.9,rules,"[""controleur de gestion""]"
238423,Contrôleur de gestion industriel (H/F),SMA,MAROC,finance,0.9,rules,"[""controle de gestion""]"
236331,Contrôleur des ventes et des opérations (S&OP) (H/F),RAIL LOGISTICS EUROPE,BELGIQUE,finance,0.9,rules,"[""business controller""]"
238252,Contrôleur(euse) financier(ère) (H/F),EQUANS,CANADA,finance,0.9,rules,"[""controle de gestion""]"
242492,Coordinateur qualité client (H/F),KARTESIS FRANCE,ETATS-UNIS,finance,0.9,rules,"[""controle""]"
228347,DEVELOPPEUR SYSTEMES ET RESEAUX (H/F),CITYPASSENGER,CANADA,finance,0.9,rules,"[""controle""]"
237370,Développeur Angular (H/F),AUBAY,PORTUGAL,finance,0.9,rules,"[""controle""]"
238326,Expert Irrigation – Afrique de l'Ouest (Customer Success & Avant-Vente) (H/F),TELAQUA,COTE D'IVOIRE,finance,0.9,rules,"[""controle""]"
238301,FINANCE ANALYST (H/F),RCI BANQUE,BRESIL,finance,0.9,rules,"[""controle""]"
237658,Finance (H/F),VICAT,BRESIL,finance,0.9,rules,"[""controle de gestion""]"
237154,Finance / Contrôle de gestion (H/F),ORANO SUPPORT,ALLEMAGNE,finance,0.9,rules,"[""controle de gestion""]"
238387,Finance Controller (H/F),FAURECIA INTERIORS HOLDING,PORTUGAL,finance,0.9,rules,"[""controller""]"
238321,Finance controller (H/F),LACOSTE OPERATIONS,HONG KONG,finance,0.9,rules,"[""controller""]"
238319,Financial Controller (H/F),SHOTGUN,BRESIL,finance,0.9,rules,"[""financial controller""]"
242115,Financial Planning & Analysis III (H/F),KONI FRANCE FAB AMORTISSEURS,ETATS-UNIS,finance,0.9,rules,"[""accounting""]"
242101,Graduate Expert - Ingénieur en traitement des eaux résiduaires H/F (H/F),SUEZ INTERNATIONAL,AUSTRALIE,finance,0.9,rules,"[""controle""]"
242409,IAM Engineer (H/F),FORTIL GROUP,LUXEMBOURG,finance,0.9,rules,"[""controle""]"
233039,INGENIEUR AUTOMATICIEN H/F (H/F),EFE INTERNATIONAL,BELGIQUE,finance,0.9,rules,"[""controle""]"
242168,INGENIEUR METHODES MECANIQUE (H/F),NGEN LILLE,BELGIQUE,finance,0.9,rules,"[""controle""]"
231204,INGENIEUR QUALITE ( H/F) (H/F),NGEN LILLE,BELGIQUE,finance,0.9,rules,"[""controle""]"
242521,INGENIEUR QUALITE (H/F),HITACHI ENERGY FRANCE,SUEDE,finance,0.9,rules,"[""controle""]"
242319,INGENIEUR QUALITE H/F (H/F),NGEN LILLE,BELGIQUE,finance,0.9,rules,"[""controle""]"
232756,INGENIEUR QUALITE H/F (H/F),EFE INTERNATIONAL,BELGIQUE,finance,0.9,rules,"[""controle""]"
242366,INGENIEUR QUALITE – SHANGHAI (H/F),GBH,CHINE,finance,0.9,rules,"[""controle""]"
235890,INGENIEUR(E) MECATRONIQUE (H/F),TECO,ITALIE,finance,0.9,rules,"[""controle""]"
231829,INGÉNIEUR INDUSTRIEL (H/F),SCALIAN,BELGIQUE,finance,0.9,rules,"[""controle""]"
237459,INGÉNIEUR QUALITÉ (H/F),PRODIGYUS,BELGIQUE,finance,0.9,rules,"[""controle""]"
242296,Ingénieur Bureau d'Études Électrotechnique (H/F),GROUPE PSV,MAROC,finance,0.9,rules,"[""controle""]"
242298,Ingénieur Production et Qualité (H/F),GROUPE PSV,MAROC,finance,0.9,rules,"[""controle""]"
