offer_id,external_id,domain_tag,title,kept,dropped,error
919,238159,data,VIE-CMMS Data Analyst(M/F/D) (H/F),4,1,
920,238157,data,VIE-Synthesis Researcher(M/F/D) (H/F),5,0,
921,238155,engineering,VIE-Deposition Researcher (F/M/D) (H/F),5,0,
922,238101,sales,Assistant commercial et marketing (H/F),5,0,
923,237540,sales,Commercial(e) (H/F),4,1,
924,236873,supply,Junior MRO Buyer (H/F),3,2,
925,236538,hr,Strategic Account Executive (H/F),5,0,
926,236537,sales,Strategic Account Manager (H/F),2,2,
927,236437,engineering,Plant Energy Engineer (H/F),5,0,
928,238245,sales,Recruitment & Business Development Consultant (H/F),5,0,
929,238244,engineering,INGENIEUR ELECTRIQUE (H/F),4,0,
930,238242,engineering,CONCEPTEUR MECANIQUE (H/F),5,0,
931,238212,engineering,VIE - Project Quality REM project (H/F),5,0,
932,238201,engineering,Java Developer (H/F),4,1,
933,238197,engineering,Business Developer - VIE - Barcelone (H/F),0,0,
934,238194,operations,Project Manager | Automotive (H/F),4,0,
935,238192,engineering,Materials Engineer | Automotive (H/F),5,0,
936,238189,marketing,Junior Medical Advisor (H/F),5,0,
937,238188,sales,PROJECT MANAGER (H/F) - RAIL BALTICA SLEEPERS & BEARERS,0,0,
938,238176,supply,Supply Chain Optimization & Control (H/F),5,0,
939,238145,legal,Junior Legal Officer (H/F),5,0,
940,238129,sales,FLOATING SOLAR TECHNICAL SUPPORT ENGINEER (H/F),5,0,
941,238024,operations,Project Finance Analyst (H/F),5,0,
942,237924,sales,INTERNATIONAL BUSINESS DEVELOPPER (H/F),5,0,
943,237740,engineering,Reliability/Maintenance Engineer |Nuclear (H/F),4,0,
944,237239,supply,VIE - HR Learning & Development Officer (M/W/D) (H/F),0,0,
945,236831,engineering,INTERNATIONAL QUALITY & IMPROVEMENT ENGINEER (H/F),5,0,
946,238139,engineering,Front-End Developer (H/F),5,0,
947,238136,engineering,IT Support Engineer - (H/F),4,1,
948,238134,marketing,Chargé(e) de Missions Commerciales & Marketing (H/F),5,0,
949,238066,hr,Recruiter (H/F),2,3,
950,237372,operations,Administrateur Système Linux (H/F),5,0,
951,237371,admin,Support Applicatif L2 (secteur bancaire) (H/F),4,1,
952,237370,finance,Développeur Angular (H/F),4,0,
953,237368,engineering,Développeur Kofax (H/F),5,0,
954,237256,engineering,INGÉNIEUR AMELIORATION CONTINUE (H/F),4,0,
955,237181,engineering,INGENIEUR GENIE ELECTRIQUE H/F (H/F),5,0,
956,237047,engineering,INGÉNIEUR(E) MÉTHODES - USINAGE (H/F),5,0,
957,237045,engineering,INGENIEUR(E) CONCEPTION MECANIQUE (H/F),5,0,
958,235980,engineering,Railway & Energy Project Engineer (H/F),5,0,
959,231204,finance,INGENIEUR QUALITE ( H/F) (H/F),0,0,
960,232103,supply,BARLEY PLANNING COORDINATOR (M/F) (H/F),5,0,
961,238011,supply,Ingénieur soutien technique échangeurs thermiques et condenseur (H/F),5,0,
962,237593,finance,V.I.E. - 12 months - Accounting F/M - London (H/F),5,0,
963,236730,supply,PROCUREMENT CONSULTANT M/F (H/F),5,0,
7292,242560,data,Data Scientist (H/F),5,0,
7293,242559,finance,Chargé(e) de mission Contrôle Interne (H/F),4,0,
7294,242491,operations,T&C CFO – Ingénieur Essais et Mise en Service CFO (H/F),4,1,
7295,242488,admin,IT-support (1st level) (H/F),5,0,
7308,238266,supply,Adjoint au Responsable des Opérations (H/F),5,0,
